538,1043,73,477,689,701,0.593
476,1067,62,390,650,681,0.52
455,1068,55,368,635,676,0.512
488,1034,88,418,815,684,0.407
457,1037,81,330,813,661,0.385
603,1118,112,442,750,744,0.603
578,1103,78,449,748,726,0.565
532,1160,78,431,704,713,0.483
533,1152,76,405,763,717,0.447
530,1154,96,443,653,729,0.448
534,1050,104,506,705,718,0.54
497,1062,86,511,678,706,0.508
499,1080,73,428,630,694,0.408
632,1222,89,491,735,765,0.659
624,1200,93,445,728,761,0.548
647,1198,68,472,719,732,0.556
592,1086,120,463,770,728,0.508
557,1078,92,505,699,720,0.516
499,1149,70,396,713,698,0.397
503,1095,48,453,642,689,0.452
468,1070,66,364,765,674,0.365
732,1303,166,552,892,822,0.602
685,1224,146,584,789,796,0.481
722,1286,120,522,849,781,0.534
683,1219,153,547,905,789,0.451
657,1241,164,498,1017,774,0.346
706,1191,156,579,890,785,0.609
670,1251,129,552,781,773,0.406
637,1223,121,456,816,773,0.496
731,1276,149,533,834,805,0.549
773,1345,185,420,873,813,0.519
681,1207,118,621,916,774,0.594
688,1270,121,486,907,759,0.429
704,1217,120,484,813,768,0.632
611,1148,106,523,865,730,0.444
570,1165,87,480,874,714,0.391
543,1053,104,497,943,690,0.368
713,1324,111,466,836,781,0.563
627,1177,106,554,782,752,0.526
614,1221,92,513,799,742,0.466
625,1150,95,522,940,719,0.612
579,1203,94,463,858,716,0.45
584,1157,100,470,891,726,0.546
568,1112,93,488,906,700,0.45
512,1065,79,460,992,676,0.389
628,1205,89,500,813,742,0.611
564,1120,108,445,864,717,0.546
553,1112,54,544,790,690,0.488
549,1056,102,476,892,696,0.469
544,1184,59,458,857,687,0.442
509,1077,71,538,907,690,0.408
509,1179,73,375,890,690,0.512
524,1139,59,362,659,673,0.523
699,1271,95,524,717,790,0.568
669,1235,113,453,818,776,0.595
646,1167,125,505,912,771,0.571
588,1134,124,465,918,752,0.496
616,1210,59,451,806,741,0.578
587,1125,88,537,864,722,0.408
556,1118,61,502,862,705,0.532
480,1106,47,479,933,690,0.331
841,1323,199,523,849,891,0.619
812,1345,161,507,743,850,0.624
687,1299,108,468,731,797,0.465
735,1285,115,447,926,795,0.484
716,1289,121,534,964,805,0.457
737,1249,143,443,918,800,0.551
662,1279,121,416,870,792,0.422
667,1214,90,524,817,761,0.492
897,1515,176,581,930,847,0.611
904,1512,203,544,1098,858,0.596
807,1436,140,567,820,804,0.549
844,1437,161,536,1023,822,0.545
765,1393,177,532,1186,802,0.462
693,1323,145,490,1047,759,0.486
670,1344,129,507,1112,748,0.364
717,1316,130,581,1135,764,0.472
935,1504,183,600,884,851,0.65
857,1457,169,609,1023,824,0.576
813,1464,134,556,956,808,0.538
852,1492,142,552,864,806,0.455
777,1439,127,596,1061,793,0.458
803,1429,170,499,997,810,0.49
786,1464,118,523,982,779,0.5
753,1464,182,429,1018,811,0.479
849,1499,178,541,960,828,0.596
906,1554,170,499,891,840,0.608
786,1489,149,471,979,808,0.56
789,1479,141,468,1066,794,0.486
761,1337,234,427,1100,806,0.524
743,1425,151,457,1018,789,0.563
737,1445,150,416,974,786,0.43
757,1419,145,429,983,768,0.396
